"","Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location.Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","X1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_.CC.","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type"
"169200","20114100C0595",1,9,0,18,0,6,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"169201","20114100C0595",2,1,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,3,1
"169202","20114100C0599",1,1,0,18,0,1,0,0,0,0,3,1,6,2,5,-1,-1,-1,9,1
"169203","20114100C0599",2,9,0,7,0,1,0,0,0,0,4,1,2,2,6,1498,1,4,2,1
"169204","20114100C0600",1,9,0,9,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,4,1
"169205","20114100C0600",2,5,0,13,0,8,0,0,0,0,1,1,6,1,8,998,1,2,5,1
"169206","20114100C0601",1,19,0,5,0,1,0,0,0,0,3,1,1,1,5,1753,2,5,6,1
"169209","20114100C0614",1,9,0,5,0,1,1,10,8,1,1,1,6,2,7,4163,1,7,8,1
"169212","20114100C0617",1,9,0,2,6,1,0,0,0,0,3,1,6,2,11,1240,1,8,7,1
"169215","20114100C0622",1,9,0,17,0,0,0,10,0,6,1,1,6,1,7,3600,6,16,9,1
"169216","20114100C0622",2,9,0,17,0,0,0,0,0,6,3,1,6,2,10,1992,2,5,7,1
"169217","20114100C0623",1,1,0,18,0,8,0,0,0,0,1,1,6,1,3,-1,-1,-1,5,1
"169218","20114100C0623",2,9,0,5,0,8,0,0,0,0,4,1,6,2,7,1799,1,2,5,1
"169223","20114100C0632",1,9,0,9,0,2,0,0,0,0,0,1,6,1,9,1799,1,14,7,1
"169224","20114100C0634",1,20,4,13,0,1,0,7,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1
"169225","20114100C0634",2,11,0,4,0,1,0,0,0,0,1,1,1,1,6,-1,-1,-1,7,1
"169234","20114100C0660",1,9,0,12,0,8,0,0,0,0,1,1,1,1,5,-1,-1,-1,8,1
"169237","20114100C0670",1,9,0,18,0,3,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"169238","20114100C0670",2,9,0,3,0,3,0,0,0,0,2,1,1,1,6,-1,-1,-1,-1,-1
"169240","20114100C0680",1,9,0,5,8,0,0,0,0,0,4,1,6,2,8,2198,1,7,5,1
"169241","20114100C0680",2,9,0,18,0,0,0,0,0,0,3,1,3,2,6,1995,2,10,4,1
"169242","20114100C0684",1,1,0,18,5,4,0,0,0,0,1,1,6,1,10,-1,-1,-1,10,1
"169243","20114100C0684",2,19,0,18,0,3,0,0,0,0,4,1,6,1,9,2402,2,1,3,1
"169244","20114100C0685",1,9,0,18,0,0,0,0,1,4,4,1,3,2,4,-1,-1,-1,5,1
"169245","20114100C0686",1,9,0,17,0,0,0,0,0,0,4,1,3,1,5,3999,1,9,9,1
"169246","20114100C0686",2,9,0,16,0,0,0,0,0,0,4,1,6,1,6,1598,1,11,7,1
"169247","20114100C0694",1,9,0,4,0,1,0,0,0,0,1,1,6,1,7,1896,2,7,-1,-1
"169248","20114100C0694",2,9,0,3,0,1,0,0,0,0,2,1,6,2,7,1396,1,16,7,1
"169249","20114100C0695",1,1,0,18,9,1,0,0,0,0,3,1,2,1,5,-1,-1,-1,5,1
"169250","20114100C0695",2,9,0,18,9,6,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"169251","20114100C0695",3,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"169252","20114100C0701",1,19,0,2,0,1,0,0,0,0,0,1,6,3,-1,2148,2,8,-1,-1
"169253","20114100C0701",2,9,0,9,0,6,0,0,3,10,3,1,6,2,6,-1,-1,-1,8,1
"169254","20114100C0701",3,9,0,18,0,1,0,0,0,0,1,1,2,1,7,1995,1,7,8,1
"169255","20114100C0710",1,9,0,18,0,1,0,0,0,0,3,1,6,2,6,1598,1,8,1,1
"169256","20114100C0710",2,11,0,18,2,1,0,0,0,0,1,1,1,1,5,9200,2,9,5,1
"169257","20114100C0714",1,9,0,18,0,8,0,0,0,0,1,1,6,2,7,973,1,8,-1,-1
"169258","20114100C0714",2,9,0,9,0,6,0,0,0,0,2,1,6,2,6,-1,-1,-1,-1,-1
"169259","20114100C0718",1,9,0,4,0,0,0,10,0,0,4,1,6,2,7,1995,2,1,10,1
"169260","20114100C0719",1,9,0,5,0,1,0,0,0,0,1,1,6,1,8,-1,-1,-1,-1,-1
"169261","20114100C0721",1,9,0,7,0,8,0,0,0,0,2,1,6,1,6,1339,8,5,4,1
"169262","20114100C0721",2,9,0,2,0,2,0,0,0,0,1,1,6,1,7,1796,1,12,4,1
"169265","20114100C0725",1,9,0,18,0,1,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
"169266","20114100C0725",2,9,0,3,0,1,0,0,0,0,4,1,2,1,5,1399,2,8,7,1
"169267","20114100C0739",1,9,0,18,0,0,0,4,0,0,1,1,1,1,5,1956,2,-1,-1,-1
"169268","20114100C0739",2,8,0,2,0,0,0,0,0,0,3,1,6,1,8,1997,2,3,8,1
"169270","20114100C0742",1,9,0,18,0,1,0,7,0,0,1,1,6,2,4,1124,1,9,-1,-1
"169271","20114100C0748",1,9,0,16,0,0,1,0,1,10,3,1,6,2,5,1870,2,8,9,1
"169274","20114100C0754",1,9,0,18,0,3,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"169277","20114100C0757",1,9,0,12,0,8,0,0,0,0,3,1,6,1,5,2494,1,17,3,1
"169278","20114100C0757",2,5,0,18,0,8,0,0,0,0,1,1,6,1,5,599,1,9,10,1
"169280","20114100C0763",1,19,0,11,0,0,0,0,0,0,2,1,1,1,7,2188,2,8,-1,-1
"169281","20114100C0763",2,11,0,18,0,0,0,0,0,0,1,1,1,1,10,5900,2,4,5,3
"169282","20114100C0775",1,9,0,18,0,8,1,0,0,0,1,1,2,1,5,1400,1,12,9,1
"169283","20114100C0775",2,9,0,5,0,6,0,7,0,1,3,1,6,2,9,1389,1,13,7,2
"169289","20114100C0785",1,9,0,18,0,0,0,4,0,1,1,1,6,1,5,1988,1,12,-1,-1
"169290","20114100C0785",2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,1198,1,4,-1,-1
"169294","20114100C0790",1,9,0,1,0,6,0,4,3,10,2,1,6,1,9,1199,1,10,-1,-1
"169295","20114100C0790",2,9,0,2,0,1,0,4,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"169296","20114100C0790",3,9,0,2,0,1,0,4,0,0,1,1,6,3,-1,2792,1,14,-1,-1
"169297","20114100C0790",4,9,0,2,0,1,0,0,0,0,1,1,6,3,-1,1198,1,3,-1,-1
"169298","20114100C0791",1,9,0,5,0,2,0,0,0,0,0,1,6,3,6,-1,-1,-1,-1,-1
"169299","20114100C0791",2,11,0,18,0,8,0,0,0,0,0,1,1,1,8,6700,2,3,5,1
"169300","20114100C0795",1,11,0,18,0,8,0,0,0,0,1,1,1,2,8,4250,2,8,10,1
"169301","20114100C0795",2,9,0,18,0,8,0,7,1,1,3,1,2,1,9,1998,1,8,4,1
"169302","20114100C0796",1,9,0,14,0,8,0,0,0,0,1,1,6,1,6,1721,1,17,10,1
"169303","20114100C0796",2,19,0,18,0,8,0,0,0,0,3,1,1,1,8,2461,2,6,7,1
"169310","20114100C0805",1,9,0,16,0,2,0,0,0,0,1,1,6,2,11,-1,-1,-1,10,1
"169311","20114100C0805",2,9,0,17,0,1,5,0,0,0,3,1,2,1,8,1339,1,5,6,1
"169312","20114100C0805",3,19,0,16,0,2,0,0,0,0,3,1,6,1,6,2198,2,1,7,2
"169313","20114100C0807",1,9,0,18,0,1,0,0,0,0,1,1,6,1,5,-1,-1,-1,-1,-1
"169321","20114100C0839",1,8,0,1,0,0,0,0,0,0,2,1,1,1,7,1910,2,3,6,1
"169322","20114100C0842",1,2,0,17,0,0,0,0,0,0,1,1,1,1,6,49,1,5,4,1
"169323","20114100C0843",1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"169324","20114100C0843",2,9,0,4,0,1,0,0,0,0,2,1,6,1,7,2987,2,3,5,2
"169325","20114100C0844",1,9,0,18,0,0,0,0,0,0,1,1,6,2,8,1587,1,8,10,1
"169326","20114100C0844",2,1,0,18,0,0,0,0,0,0,2,1,6,1,9,-1,-1,-1,10,1
"169327","20114100C0849",1,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,1587,1,6,7,1
"169328","20114100C0849",2,9,0,9,0,6,0,0,0,0,3,1,6,2,4,1360,1,11,6,1
"169331","20114100C0852",1,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1
"169332","20114100C0852",2,21,1,2,0,0,0,0,0,0,0,1,1,1,7,-1,2,4,7,1
"169336","20114100C0861",1,9,0,13,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"169337","20114100C0861",2,1,0,18,0,0,0,10,0,0,3,1,6,1,7,-1,-1,-1,7,1
"169338","20114100C0865",1,9,0,18,0,0,0,0,0,0,1,1,6,1,9,3199,1,8,10,1
"169339","20114100C0865",2,9,0,3,0,0,0,0,0,0,2,1,6,2,6,659,1,3,2,1
"169340","20114100C0865",3,9,0,3,0,0,0,0,0,0,2,1,6,1,7,1956,2,-1,4,1
"169341","20114100C0872",1,9,0,7,0,6,0,0,0,0,1,1,6,1,-1,1910,2,7,5,1
"169342","20114100C0883",1,1,0,5,0,0,0,0,0,0,1,1,6,1,6,-1,-1,-1,9,1
"169343","20114100C0883",2,2,0,18,0,0,0,0,0,0,1,1,6,1,4,49,1,-1,4,1
"169344","20114100C0884",1,19,0,18,0,0,0,0,0,0,1,1,1,1,6,1896,2,14,-1,-1
"169345","20114100C0884",2,9,0,3,0,0,0,0,0,0,2,1,6,1,4,1242,1,2,6,1
"169346","20114100C0884",3,9,0,3,0,0,0,0,0,0,2,1,6,2,8,-1,-1,-1,3,1
"169347","20114100C0886",1,9,0,3,0,0,0,0,0,0,2,1,6,2,4,1199,1,11,10,1
"169348","20114100C0886",2,20,0,4,0,0,0,0,0,0,1,1,1,1,7,8970,2,9,-1,-1
"169351","20114100C0890",1,9,0,7,0,6,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
"169352","20114100C0890",2,1,0,18,0,1,0,0,0,0,1,1,6,1,5,-1,-1,-1,9,1
"169355","20114100C0892",1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"169361","20114100C0904",1,9,0,18,0,0,0,0,0,0,1,1,3,2,6,1796,1,18,7,1
"169362","20114100C0905",1,11,0,18,0,0,0,0,0,0,4,1,6,2,8,-1,2,10,7,1
"169363","20114100C0908",1,9,0,18,0,8,0,0,7,2,1,1,6,2,8,1229,1,3,6,1
"169364","20114100C0908",2,9,0,1,0,6,0,0,0,0,2,1,6,1,11,3210,1,25,10,1
"169365","20114100C0908",3,21,1,2,0,2,0,0,0,0,2,1,6,1,6,11946,2,8,6,1
"169366","20114100C0908",4,9,0,2,6,2,0,0,0,0,2,1,6,3,-1,1332,1,13,-1,-1
"169367","20114100C0909",1,9,0,9,0,6,0,0,0,0,1,1,6,1,-1,1998,1,6,-1,-1
"169368","20114100C0909",2,9,0,10,0,8,0,0,0,0,1,1,2,2,8,1796,1,15,7,1
"169369","20114100C0909",3,9,0,18,0,2,0,8,0,0,3,1,2,1,6,1753,2,5,6,1
"169370","20114100C0910",1,5,0,18,0,2,0,0,0,0,1,1,2,2,8,649,1,3,9,1
"169373","20114100C0916",1,9,0,5,0,6,0,0,0,0,0,1,6,2,10,1498,1,6,8,1
"169374","20114100C0916",2,5,0,18,0,8,0,7,0,0,3,1,2,1,5,599,1,1,4,1
"169375","20114100C0916",3,21,0,18,0,1,0,0,0,0,3,1,1,1,7,9200,2,5,-1,-1
"169378","20114100C0918",1,9,0,18,0,1,1,0,0,0,1,1,6,1,5,1598,1,11,10,1
"169379","20114100C0918",2,9,0,9,0,6,0,0,0,0,3,1,6,2,6,1598,1,6,8,1
"169384","20114100C0928",1,9,0,4,0,0,0,0,0,0,2,1,1,1,6,2993,2,2,4,1
"169385","20114100C0928",2,9,0,12,0,0,0,0,0,0,1,1,6,2,5,1299,1,9,6,1
"169386","20114100C0933",1,19,0,18,0,1,1,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
"169387","20114100C0933",2,1,0,18,0,8,0,0,1,0,1,1,6,1,3,-1,-1,-1,10,1
"169390","20114100C0937",1,9,0,18,0,1,0,0,0,0,1,1,6,1,6,3628,2,3,-1,-1
"169391","20114100C0937",2,5,0,4,0,1,0,0,0,0,2,1,6,1,7,553,1,19,6,1
"169392","20114100C0942",1,9,0,18,0,0,0,0,0,0,1,1,6,2,6,1149,1,6,-1,-1
"169393","20114100C0942",2,9,0,3,0,0,0,0,0,0,2,1,1,1,7,1997,1,8,3,1
"169394","20114100C0943",1,9,0,15,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
"169395","20114100C0943",2,4,0,18,0,0,1,0,0,0,1,1,1,1,5,124,1,1,9,2
"169400","20114100C0953",1,9,0,4,0,0,0,0,0,0,4,1,6,1,8,1389,1,18,4,1
"169401","20114100C0963",1,9,0,18,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"169402","20114100C0963",2,3,0,13,0,0,0,0,1,0,3,1,6,1,6,125,1,1,7,1
"169405","20114100C0966",1,9,0,18,0,1,0,0,0,0,4,1,1,1,5,1598,1,4,8,1
"169406","20114100C0966",2,1,0,18,0,1,0,0,0,0,3,1,6,1,6,-1,-1,-1,5,1
"169407","20114100C0970",1,9,0,18,0,0,0,0,0,0,1,1,1,1,4,1242,1,1,10,1
"169408","20114100C0971",1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,1797,8,-1,-1,-1
"169416","20114100C0983",1,8,0,2,0,0,0,0,0,0,0,1,1,1,8,1896,2,3,9,1
"169417","20114100C0983",2,11,0,5,0,0,0,0,0,0,0,1,1,1,8,-1,2,12,8,1
"169419","20114100C0986",1,9,0,18,0,1,0,0,0,0,1,1,6,2,7,1388,1,4,10,1
"169420","20114100C0986",2,9,0,18,0,1,0,0,0,0,2,1,6,1,5,-1,-1,-1,4,1
"169421","20114100C0986",3,9,0,9,0,5,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
"169426","20114100C0990",1,11,0,18,2,0,0,0,0,0,0,1,1,1,8,-1,2,14,5,1
"169427","20114100C0990",2,9,0,11,2,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
"169428","20114100C0992",1,9,0,5,0,6,0,0,0,0,1,1,2,1,5,1686,2,7,10,1
"169429","20114100C0992",2,9,0,17,0,8,0,0,0,0,4,1,2,2,6,1794,1,4,10,1
"169430","20114100C0993",1,3,0,12,0,0,2,10,0,0,1,1,6,1,5,125,1,9,4,1
"169431","20114100C0994",1,11,0,5,0,0,0,0,0,0,2,1,1,1,6,-1,2,14,7,1
"169432","20114100C0994",2,9,0,3,0,0,0,0,0,0,1,1,6,2,6,2494,2,6,7,1
"169433","20114100C0995",1,19,0,7,0,8,1,0,7,7,1,1,6,1,4,1753,2,6,-1,-1
"169434","20114100C0996",1,19,0,18,0,0,0,0,0,0,1,1,2,1,5,1896,2,6,-1,-1
"169435","20114100C0996",2,9,0,3,0,0,0,0,0,0,2,1,6,2,8,1560,2,6,9,1
"169436","20114100C0996",3,9,0,1,0,0,0,0,0,0,2,1,6,1,9,1360,1,9,6,1
"169440","20114100C1000",1,9,0,17,0,1,1,0,1,2,1,1,6,1,6,1951,2,8,5,1
"169441","20114100C1000",2,9,0,2,0,1,1,0,1,10,2,1,6,1,4,1597,1,18,3,2
"169444","20114100C1014",1,9,0,9,0,1,0,0,0,0,1,1,2,2,6,1242,1,6,9,1
"169453","20114100C1020",1,90,0,11,0,0,0,0,0,0,4,1,1,1,6,-1,-1,-1,-1,-1
"169454","20114100C1020",2,9,0,18,0,0,0,0,0,0,3,1,2,1,7,1590,1,11,7,1
"169455","20114100C1021",1,9,0,18,9,1,1,0,1,4,1,1,6,2,8,1995,1,5,9,1
"169456","20114100C1024",1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1124,1,13,5,1
"169459","20114100C1042",1,9,0,18,0,1,0,0,0,0,1,1,6,1,9,2597,1,8,10,1
"169460","20114100C1042",2,9,0,18,0,1,0,0,0,0,2,1,6,2,6,1796,1,3,4,1
"169461","20114100C1042",3,9,0,18,0,1,0,0,0,0,2,1,6,2,7,1970,1,8,6,3
"169472","20114100C1054",1,9,0,7,0,1,0,0,0,0,3,1,1,1,8,1910,2,5,5,1
"169473","20114100C1054",2,1,0,13,0,1,0,0,0,0,1,1,6,2,8,-1,-1,-1,10,1
"169476","20114100C1058",1,9,0,18,0,1,0,0,0,0,4,1,6,2,5,1800,1,13,9,1
"169477","20114100C1058",2,1,0,18,9,1,2,0,0,0,1,1,6,1,4,-1,-1,-1,-1,-1
"169480","20114100C1065",1,9,0,3,0,0,0,0,0,0,2,1,6,1,6,1834,1,11,4,1
"169481","20114100C1065",2,9,0,18,0,0,0,0,0,0,1,1,2,2,8,1397,1,9,7,1
"169482","20114100C1065",3,9,0,18,0,0,0,0,0,0,1,1,6,2,5,1600,2,2,7,3
"169483","20114100C1070",1,9,0,3,0,8,0,0,0,0,4,1,6,1,8,1363,2,8,10,1
"169484","20114100C1070",2,9,0,5,0,6,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"169485","20114100C1071",1,19,0,1,8,8,0,0,0,0,2,1,6,1,6,1968,2,2,-1,-1
"169488","20114100C1078",1,9,0,5,0,6,0,0,0,0,1,1,6,1,-1,1598,2,-1,-1,-1
"169489","20114100C1078",2,9,0,18,0,8,0,0,0,0,3,1,6,2,9,1299,1,14,8,1
"169492","20114100C1085",1,9,0,18,0,1,0,0,0,0,1,1,6,1,5,1997,2,11,-1,-1
"169493","20114100C1085",2,9,0,3,0,1,0,0,0,0,2,1,6,1,5,1199,1,9,7,1
"169500","20114100C1102",1,9,0,4,0,1,0,0,0,0,1,1,6,2,8,2148,2,7,10,1
"169501","20114100C1102",2,9,0,4,0,1,0,0,0,0,2,1,6,2,6,1386,1,4,10,1
"169502","20114100C1102",3,9,0,4,0,1,0,0,0,0,2,1,6,1,7,2143,2,-1,10,1
"169503","20114100C1118",1,9,0,5,0,0,0,0,0,0,3,1,6,1,7,-1,-1,-1,6,2
"169504","20114100C1118",2,5,0,5,0,0,5,0,0,0,1,1,1,1,8,1250,1,10,10,1
"169505","20114100C1119",1,9,0,18,0,0,0,0,0,0,1,1,1,2,7,1598,1,1,6,1
"169508","20114100C1124",1,11,0,18,0,1,0,0,0,0,4,1,1,1,7,-1,-1,-1,-1,-1
"169509","20114100C1124",2,1,0,18,0,1,0,0,1,0,3,1,4,1,4,-1,-1,-1,8,1
"169511","20114100C1129",1,9,0,7,0,8,0,0,0,0,4,1,1,1,5,1299,1,4,8,1
"169512","20114100C1129",2,1,0,18,0,8,0,0,0,0,3,1,1,1,5,-1,-1,-1,8,1
"169517","20114100C1137",1,9,0,17,0,0,0,0,1,10,1,1,6,1,8,-1,-1,-1,3,1
"169518","20114100C1138",1,19,0,9,0,2,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
"169520","20114100C1143",1,9,0,18,0,0,0,0,0,0,1,1,2,1,5,1360,1,11,8,1
"169521","20114100C1143",2,8,0,3,0,0,0,0,0,0,2,1,1,1,8,1998,2,8,4,1
"169522","20114100C1145",1,9,0,4,0,1,0,0,0,0,1,1,6,2,10,1796,1,4,7,1
"169523","20114100C1145",2,9,0,4,0,1,0,0,0,0,2,1,1,2,7,-1,-1,-1,4,1
"169524","20114100C1146",1,9,0,12,0,1,0,0,0,0,3,1,6,1,6,1275,1,15,-1,-1
"169525","20114100C1146",2,9,0,18,0,1,0,0,0,0,4,1,6,2,4,1149,1,7,4,1
"169526","20114100C1149",1,9,0,3,0,0,0,0,0,0,1,1,6,2,5,1598,1,12,5,1
"169527","20114100C1149",2,9,0,4,0,0,0,0,0,0,2,1,6,1,9,1686,2,-1,9,1
"169528","20114100C1149",3,9,0,4,0,0,0,0,0,0,2,1,6,1,8,2143,2,2,-1,-1
"169529","20114100C1150",1,9,0,3,0,0,0,0,0,0,2,1,1,2,8,1124,1,5,5,1
"169530","20114100C1150",2,9,0,4,0,0,0,0,0,0,1,1,6,1,8,1998,1,4,9,1
"169531","20114100C1153",1,9,0,9,0,1,0,0,0,0,1,1,1,1,6,1896,2,7,2,1
"169532","20114100C1153",2,1,0,18,0,1,0,0,0,0,2,1,6,1,5,-1,-1,-1,7,1
"169533","20114100C1154",1,9,0,3,0,1,0,0,0,0,1,1,2,1,8,1388,1,6,7,1
"169534","20114100C1156",1,9,0,6,0,0,0,0,0,0,3,1,6,1,6,1598,1,9,4,1
"169535","20114100C1156",2,3,0,18,0,0,0,0,0,0,1,1,6,1,5,124,1,6,6,1
"169540","20114100C1181",1,9,0,9,0,5,0,0,0,0,1,1,1,1,5,1598,1,5,10,1
"169541","20114100C1181",2,4,0,18,0,8,0,0,0,0,1,1,2,1,4,400,1,19,6,1
"169542","20114100C1185",1,9,0,18,0,1,0,0,0,0,1,1,6,1,5,1596,1,4,8,1
"169543","20114100C1185",2,9,0,3,0,1,0,0,0,0,2,1,6,1,4,1124,1,10,4,1
"169544","20114100C1185",3,9,0,10,0,1,0,0,0,0,2,1,6,2,6,1598,1,7,9,1
"169551","20114100C1193",1,9,0,8,0,1,0,0,0,0,1,1,6,1,6,1896,2,9,7,1
"169557","20114100C1207",1,2,0,18,0,2,1,0,0,0,1,1,6,1,4,49,1,2,10,1
"169558","20114100C1207",2,9,0,10,0,2,0,0,0,0,2,1,6,1,9,1910,2,-1,10,1
"169559","20114100C1208",1,9,0,18,0,0,2,0,4,1,3,1,6,2,4,1248,2,6,4,1
"169560","20114100C1219",1,19,0,18,0,0,1,0,0,0,1,1,6,1,8,2461,2,10,6,1
"169561","20114100C1219",2,9,0,6,0,0,0,0,0,0,3,1,6,1,7,-1,-1,-1,5,1
"169563","20114100C1230",1,9,0,12,0,7,0,0,0,0,1,1,6,2,7,1995,1,5,6,1
"169564","20114100C1230",2,1,0,18,0,8,0,0,0,0,2,1,1,1,9,-1,-1,-1,10,1
"169566","20114100C1234",1,9,0,18,0,0,0,0,0,7,1,1,6,2,10,1199,1,11,9,1
"169567","20114100C1235",1,19,0,18,0,0,0,0,0,0,1,1,1,1,7,2198,2,1,6,1
"169570","20114100C1242",1,2,0,18,0,8,0,0,0,0,0,1,6,2,7,124,1,-1,7,1
"169571","20114100C1242",2,9,0,5,0,8,0,0,0,0,0,1,6,2,6,1998,1,4,9,1
"169573","20114100C1259",1,9,0,5,0,4,0,0,0,0,1,1,6,2,7,1998,2,3,6,1
"169574","20114100C1259",2,1,0,18,0,8,0,0,0,0,1,1,6,2,5,-1,-1,-1,8,1
"169583","20114100C1269",1,9,0,18,0,0,0,0,0,0,1,1,6,1,5,-1,-1,-1,9,1
"169584","20114100C1269",2,9,0,3,0,0,0,0,0,0,2,1,6,2,10,1595,1,10,6,1
"169585","20114100C1269",3,9,0,3,0,0,0,0,0,0,2,1,6,2,5,1198,1,5,6,1
"169588","20114100C1273",1,9,0,9,0,8,0,0,0,0,1,1,1,1,7,1389,1,15,9,1
"169589","20114100C1273",2,9,0,18,0,8,0,0,0,0,1,1,1,1,7,1149,1,13,8,1
"169590","20114100C1278",1,9,0,4,0,0,0,0,0,0,1,1,6,1,5,4999,1,4,-1,-1
"169591","20114100C1278",2,9,0,3,0,0,0,0,0,0,2,1,6,1,8,3600,1,9,-1,-1
"169592","20114100C1278",3,9,0,3,0,0,0,0,0,0,2,1,6,1,11,1794,1,11,7,1
"171970","20114100J0708",1,19,0,9,0,6,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"171971","20114100J0708",2,9,0,18,0,8,0,0,0,0,3,1,6,2,11,1389,1,10,10,1
"172464","20114100T1027",1,9,0,18,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
"172465","20114100T1027",2,9,0,18,0,0,0,0,0,0,0,1,6,1,5,1461,2,3,9,1
"172466","20114100T1027",3,9,0,18,0,0,1,0,5,6,3,1,6,2,5,1198,1,5,1,1
"172500","20114100T1053",1,9,0,18,0,0,0,0,0,0,1,1,1,1,7,-1,-1,-1,6,1
"172501","20114100T1053",2,9,0,4,0,0,0,0,0,0,2,1,1,1,7,2987,2,-1,5,1
"172502","20114100T1053",3,9,0,11,0,0,0,0,0,0,0,1,6,2,6,2461,2,7,9,1
"172529","20114100T1072",1,9,0,11,0,0,1,0,2,7,1,1,6,1,8,1870,2,10,3,1
"172530","20114100T1072",2,9,0,18,0,0,0,0,0,0,3,1,6,1,6,1686,2,7,3,1
"172531","20114100T1072",3,9,0,18,0,0,0,0,0,0,4,1,6,1,7,1984,1,9,5,1
"172567","20114100T1124",1,9,0,12,0,0,2,0,1,7,1,1,2,1,5,1997,1,8,7,1
"172589","20114100T1147",1,19,0,4,0,0,1,0,0,0,1,1,2,1,6,1598,2,3,9,1
"172590","20114100T1147",2,19,0,3,0,0,0,0,0,0,2,1,2,1,8,2460,2,2,8,1
"172591","20114100T1147",3,9,0,3,0,0,0,0,0,0,2,1,2,1,9,2967,2,2,9,3
"172592","20114100T1147",4,19,0,4,0,0,1,0,4,7,1,1,2,1,7,2151,2,8,4,1
"172593","20114100T1147",5,9,0,11,0,0,1,0,1,0,1,1,2,1,8,1794,1,4,6,1
"172594","20114100T1147",6,19,0,4,0,0,0,0,0,0,1,1,2,1,7,1998,2,10,10,1
"172595","20114100T1147",7,19,0,18,0,0,0,0,1,0,3,1,2,1,6,1995,2,3,8,3
"172596","20114100T1147",8,9,0,18,0,0,0,0,1,0,3,1,2,1,5,1124,1,10,4,1
"172597","20114100T1147",9,9,0,4,0,0,1,0,0,0,1,1,2,1,6,1798,1,5,6,1
"172599","20114100T1153",1,9,0,3,0,1,0,0,0,0,2,1,6,2,5,1198,1,9,10,1
"172600","20114100T1153",2,19,0,3,0,1,0,0,0,0,1,1,6,3,-1,2402,2,8,-1,-1
"201294","201145EP57297",1,9,0,18,0,0,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1
"201295","201145EP57353",1,9,0,16,0,1,1,0,7,2,1,1,6,1,4,1799,1,13,6,1
"201296","201145EP57356",1,9,0,18,0,4,0,0,0,0,1,1,2,2,5,1389,1,8,2,1
"201297","201145EP57356",2,9,0,18,0,3,0,0,0,0,1,1,2,1,8,-1,-1,-1,4,1
"201301","201145EP57631",1,2,0,4,0,4,1,0,0,0,4,1,2,1,9,50,1,2,7,1
"201302","201145EP57645",1,9,0,18,0,0,0,0,6,2,1,1,2,1,7,1598,1,15,10,1
"201303","201145EP57689",1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,10,1
"201304","201145EP57699",1,9,0,18,0,2,0,0,0,0,1,1,6,1,7,1896,2,10,3,1
"201305","201145EP57699",2,9,0,18,0,2,0,0,0,0,2,1,6,2,-1,1242,1,4,9,1
"201306","201145EP57699",3,9,0,5,0,2,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1
"201307","201145EP57875",1,5,0,11,0,0,0,0,0,0,0,1,6,1,4,636,1,6,8,1
