"","Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location.Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","X1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_.CC.","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type"
"34266","201501TW60320",1,1,0,18,0,0,1,0,0,0,0,1,2,1,5,-1,-1,-1,-1,1
"34267","201501TW60321",1,1,0,18,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,1
"34268","201501TW60322",1,9,0,9,0,8,0,0,0,0,1,1,6,2,7,1242,1,2,-1,1
"34269","201501TW60322",2,1,0,9,0,8,0,0,0,0,3,1,6,1,10,-1,-1,-1,-1,1
"34270","201501TW60324",1,9,0,1,0,8,0,0,0,0,2,1,6,1,4,1598,2,-1,-1,1
"34271","201501TW60325",1,9,0,18,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,1
"34272","201501TW60325",2,21,0,3,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
"34273","201501TW60326",1,1,0,9,0,8,0,0,0,0,2,1,2,2,4,-1,-1,-1,-1,1
"34274","201501TW60326",2,11,0,13,0,8,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
"34275","201501TW60327",1,1,0,14,0,8,0,4,0,0,4,1,2,1,8,-1,-1,-1,-1,1
"34276","201501TW60327",2,9,0,2,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
"34277","201501TW60328",1,9,0,3,0,8,0,0,1,0,2,1,6,2,9,1798,1,9,-1,-1
"34278","201501TW60328",2,9,0,4,0,8,0,0,0,0,1,1,2,2,5,1242,1,2,-1,1
"34279","201501TW60329",1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"34280","201501TW60330",1,9,0,6,0,0,0,0,0,0,3,1,6,2,7,1598,2,4,-1,1
"34281","201501TW60330",2,5,0,13,0,0,0,0,0,0,1,1,6,1,5,599,1,5,-1,-1
"34282","201501TW60331",1,5,0,6,0,0,0,0,0,0,2,1,2,1,8,-1,-1,-1,-1,1
"34283","201501TW60331",2,9,0,18,0,0,0,0,0,0,1,1,2,1,8,-1,-1,-1,-1,1
"34284","201501TW60332",1,9,0,4,0,0,0,0,0,0,2,1,6,2,6,-1,-1,-1,-1,1
"34285","201501TW60332",2,19,0,4,0,0,0,0,0,0,1,1,1,1,-1,1995,2,8,-1,-1
"34286","201501TW60333",1,9,0,2,0,0,0,0,1,0,3,1,6,1,7,1598,1,7,-1,1
"34287","201501TW60333",2,1,0,14,0,0,0,0,0,0,1,1,6,1,8,-1,-1,-1,-1,1
"34288","201501TW60334",1,5,0,4,0,8,0,0,0,0,0,1,2,1,5,599,1,9,-1,1
"34289","201501TW60334",2,9,0,9,0,8,0,0,0,0,0,1,1,1,8,1798,8,2,-1,1
"34290","201501TW60335",1,1,0,17,0,8,0,0,0,0,2,1,2,1,6,-1,-1,-1,-1,1
"34291","201501TW60335",2,9,0,16,0,8,0,0,0,0,1,1,2,1,6,1995,2,3,-1,-1
"34292","201501TW60336",1,9,0,3,0,0,0,0,0,0,1,1,2,2,5,1587,1,12,-1,2
"34293","201501TW60336",2,9,0,1,0,0,0,0,0,0,2,1,6,1,-1,1996,1,13,-1,-1
"34294","201501TW60337",1,3,0,18,0,8,0,0,0,0,1,1,1,1,5,125,1,5,-1,1
"342951","201501TW60337",2,9,0,5,0,8,0,0,0,0,1,1,2,1,7,1995,2,1,-1,1
"342961","201501TW60339",1,3,0,18,0,8,0,0,0,0,1,1,2,1,6,124,1,2,-1,1
"34297","201501TW60340",1,9,0,18,0,8,0,0,0,0,3,1,2,1,9,2993,2,4,-1,1
"34298","201501TW60340",2,19,0,18,0,8,5,10,7,10,1,1,6,1,-1,2402,2,11,-1,1
"34299","201501TW60341",1,9,0,18,0,0,0,4,1,0,1,1,6,1,11,-1,-1,-1,-1,1
"34300","201501TW60341",2,19,0,2,0,0,0,0,0,0,2,1,6,1,7,2148,2,11,-1,1
"34301","201501TW60342",1,1,0,18,0,0,0,0,0,0,1,1,6,1,8,-1,-1,-1,-1,1
"34302","201501TW60343",1,1,0,14,0,0,0,0,0,0,1,1,2,2,4,-1,-1,-1,-1,1
"34303","201501TW60343",2,9,0,6,0,0,0,0,0,0,3,1,6,1,-1,2671,1,14,-1,-1
"34306","201501TW60346",1,9,0,18,0,0,0,0,0,0,4,1,2,1,6,1199,1,12,-1,1
"34307","201501TW60346",2,3,0,18,0,0,0,0,1,0,3,1,2,1,7,125,1,2,-1,1
"34308","201501TW60347",1,1,0,18,0,8,0,0,0,0,3,1,6,2,8,-1,-1,-1,-1,1
"34309","201501TW60347",2,1,0,13,0,8,0,0,0,0,4,1,6,1,8,-1,-1,-1,-1,1
"34310","201501TW60348",1,1,0,18,0,0,0,0,1,0,0,1,6,2,8,-1,-1,-1,-1,1
"34311","201501TW60349",1,9,0,4,0,0,0,0,0,0,2,1,6,2,7,-1,-1,-1,-1,1
"34312","201501TW60349",2,5,0,18,0,0,0,0,0,0,1,1,1,1,6,-1,-1,-1,-1,1
"34313","201501TW60350",1,19,0,7,0,8,0,0,0,0,4,1,1,1,5,2198,2,-1,-1,1
"34314","201501TW60350",2,3,0,7,0,8,0,0,0,0,1,1,1,1,7,125,1,1,-1,1
"34315","201501TW60351",1,1,0,18,0,8,0,0,0,0,1,1,2,1,6,-1,-1,-1,-1,1
"34316","201501TW60351",2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,1868,2,11,-1,-1
"34317","201501TW60352",1,3,0,13,0,8,0,0,0,0,3,1,1,1,6,125,1,8,-1,1
"34318","201501TW60352",2,19,0,9,0,8,0,0,0,0,1,1,1,1,6,2287,2,3,-1,1
"34319","201501TW60353",1,9,0,9,0,8,0,0,0,0,1,1,6,1,6,1998,2,7,-1,1
"34320","201501TW60354",1,1,0,18,0,8,0,0,0,0,3,1,2,2,9,-1,-1,-1,-1,1
"34321","201501TW60354",2,19,0,7,0,8,0,0,1,0,4,1,1,1,-1,2198,2,8,-1,1
"34322","201501TW60355",1,11,0,16,0,8,0,0,0,0,0,1,1,1,8,4500,2,3,-1,1
"343231","201501TW60356",1,8,0,4,0,8,0,0,0,0,2,1,2,1,8,1984,1,9,-1,1
"343241","201501TW60356",2,4,0,18,0,8,0,0,0,0,1,1,1,1,6,125,1,2,-1,1
"34325","201501TW60357",1,9,0,4,0,8,0,0,0,0,1,1,2,2,6,1998,1,11,-1,-1
"34326","201501TW60357",2,9,0,4,0,8,0,0,0,0,2,1,2,2,8,1598,1,8,-1,1
"34327","201501TW60358",1,11,0,4,0,8,0,0,0,0,1,1,1,1,6,5883,2,13,-1,1
"34328","201501TW60358",2,9,0,9,0,8,0,0,0,0,3,1,2,2,6,1248,2,9,-1,-1
"34329","201501TW60359",1,1,0,18,0,0,0,10,1,2,4,1,2,1,8,-1,-1,-1,-1,1
"34330","201501TW60360",1,1,0,9,0,8,0,0,0,0,3,1,2,1,7,-1,-1,-1,-1,1
"34331","201501TW60361",1,5,0,18,0,0,0,0,0,0,1,1,1,1,-1,1237,1,3,-1,-1
"34332","201501TW60361",2,5,0,18,0,0,0,0,0,0,3,1,1,1,-1,1237,1,3,-1,-1
"34333","201501TW60361",3,11,0,2,0,0,0,0,0,0,3,1,6,1,-1,4500,2,3,-1,1
"34334","201501TW60362",1,5,0,18,0,8,0,0,0,0,3,1,2,1,9,599,1,4,-1,1
"34335","201501TW60363",1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1968,2,5,-1,1
"34336","201501TW60363",2,3,0,18,0,8,0,0,0,0,1,1,6,1,6,125,1,2,-1,1
"34337","201501TW60364",1,9,0,9,0,8,1,10,3,10,1,1,2,2,8,998,1,14,-1,1
"34338","201501TW60365",1,9,0,7,0,8,1,0,0,0,1,1,6,1,4,1199,1,14,-1,1
"34339","201501TW60365",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,1229,1,1,-1,-1
"34340","201501TW60366",1,9,0,4,0,8,0,0,0,0,3,1,2,1,7,1560,2,3,-1,1
"34341","201501TW60367",1,9,0,3,0,8,0,0,0,0,2,1,2,2,6,2179,2,-1,-1,1
"34342","201501TW60367",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"34343","201501TW60368",1,9,0,5,0,0,0,0,0,0,1,1,2,2,10,1995,2,1,-1,1
"34344","201501TW60368",2,11,0,3,0,0,0,0,0,0,2,1,1,1,6,-1,-1,-1,-1,-1
"34345","201501TW60369",1,9,0,18,0,0,0,10,7,10,1,1,4,1,6,2987,2,5,-1,1
"34346","201501TW60370",1,9,0,9,0,8,0,0,0,0,0,1,6,1,11,1299,1,14,-1,1
"34347","201501TW60370",2,1,0,18,0,8,0,10,1,0,1,1,6,2,8,-1,-1,-1,-1,-1
"34348","201501TW60371",1,19,0,18,0,8,0,0,0,0,1,1,1,1,7,2287,2,-1,-1,1
"34349","201501TW60371",2,19,0,18,0,8,0,0,0,0,2,1,1,1,6,-1,-1,-1,-1,1
"34350","201501TW60372",1,9,0,9,0,8,0,0,0,0,4,1,2,1,9,1198,1,1,-1,2
"34351","201501TW60372",2,1,0,5,0,8,0,0,0,0,1,1,1,1,6,-1,-1,-1,-1,1
"34352","201501TW60373",1,9,0,5,0,8,0,0,0,0,1,1,6,1,8,875,1,3,-1,1
"34353","201501TW60373",2,9,0,5,0,8,0,0,0,0,4,1,6,1,8,1461,2,2,-1,-1
"34354","201501TW60375",1,1,0,18,0,8,0,0,0,0,4,1,2,1,9,-1,-1,-1,-1,1
"34355","201501TW60375",2,9,0,7,0,8,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"34356","201501TW60376",1,9,0,2,0,0,0,0,0,0,3,1,1,1,9,1560,2,-1,-1,1
"34357","201501TW60376",2,1,0,14,0,0,0,4,0,0,1,1,6,1,8,-1,-1,-1,-1,1
"34358","201501TW60377",1,1,0,18,0,8,0,0,0,0,3,1,2,2,-1,-1,-1,-1,-1,1
"34359","201501TW60377",2,9,0,13,0,8,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"34360","201501TW60378",1,5,0,18,0,8,0,0,0,0,3,1,6,1,7,-1,-1,-1,-1,1
"34361","201501TW60378",2,19,0,11,0,8,0,0,0,0,4,1,1,1,6,9290,2,-1,-1,-1
"34362","201501TW60379",1,9,0,3,0,8,0,0,0,0,2,1,2,2,9,1968,2,8,-1,1
"34363","201501TW60379",2,3,0,18,0,8,1,0,0,0,1,1,2,1,5,124,1,1,-1,1
"34368","201501TW60381",1,1,0,14,0,8,0,0,0,0,1,1,2,1,8,-1,-1,-1,-1,1
"34369","201501TW60381",2,9,0,5,0,8,0,0,0,0,3,1,2,2,-1,1198,1,6,-1,1
"34370","201501TW60382",1,1,0,17,0,8,0,0,0,0,4,1,2,1,7,-1,-1,-1,-1,1
"34371","201501TW60382",2,9,0,5,0,8,0,0,0,0,1,1,6,1,-1,2987,2,9,-1,1
"34372","201501TW60383",1,3,0,14,0,0,0,0,0,0,1,1,6,1,6,102,1,11,-1,1
"34373","201501TW60385",1,9,0,18,0,8,0,0,0,0,1,1,2,1,9,1796,1,10,-1,1
"34374","201501TW60385",2,9,0,9,0,8,0,0,0,0,3,1,2,1,6,1397,1,12,-1,1
"34375","201501TW60387",1,1,0,11,0,0,0,10,1,10,4,1,2,1,-1,-1,-1,-1,-1,1
"34376","201501TW60388",1,8,0,11,0,0,0,0,0,0,4,1,1,1,8,2987,2,5,-1,-1
"34377","201501TW60388",2,5,0,18,0,0,0,0,0,0,1,1,1,1,6,499,1,12,-1,1
"34378","201501TW60389",1,9,0,6,0,0,0,0,0,0,3,1,6,1,9,1988,2,11,-1,1
"34379","201501TW60389",2,3,0,14,0,0,0,0,0,0,1,1,6,1,6,125,1,9,-1,1
"34380","201501TW60390",1,9,0,9,0,8,0,0,0,0,3,1,2,1,7,1998,1,15,-1,1
"34381","201501TW60390",2,1,0,18,0,8,0,0,0,0,1,1,2,2,5,-1,-1,-1,-1,1
"343821","201501TW60391",1,9,0,9,0,8,0,0,0,0,1,1,2,2,4,998,1,3,-1,-1
"34383","201501TW60391",2,9,0,18,0,8,5,0,1,0,1,1,2,1,6,996,1,1,-1,1
"34384","201501TW60392",1,90,0,18,0,0,0,0,0,0,1,1,1,2,6,6370,2,8,-1,-1
"34385","201501TW60392",2,9,0,11,0,0,0,0,0,0,2,1,6,1,10,-1,-1,-1,-1,1
"34386","201501TW60393",1,9,0,4,0,0,0,0,0,0,4,1,2,2,7,-1,-1,-1,-1,1
"34387","201501TW60394",1,11,0,5,0,8,0,0,0,0,0,1,1,1,8,9000,2,6,-1,1
"34388","201501TW60395",1,9,0,18,0,2,0,0,0,0,1,1,6,1,6,1598,2,3,-1,1
"34389","201501TW60395",2,9,0,3,0,2,0,0,0,0,1,1,6,2,6,-1,-1,-1,-1,1
"34390","201501TW60397",1,9,0,6,0,0,0,0,0,0,3,1,2,2,7,1598,2,4,-1,2
"34391","201501TW60397",2,5,0,18,0,0,0,0,0,0,1,1,2,1,8,821,1,1,-1,1
"34392","201501TW60398",1,2,0,18,0,8,0,0,0,0,1,1,6,1,4,49,1,10,-1,1
"34393","201501TW60398",2,9,0,4,0,8,0,0,0,0,2,1,6,1,8,1753,2,13,-1,1
"34394","201501TW60399",1,9,0,9,0,0,0,0,0,0,3,1,6,2,9,2987,2,6,-1,1
"34395","201501TW60399",2,4,0,18,0,0,0,0,0,0,1,1,6,1,4,124,1,3,-1,1
"34396","201501TW60400",1,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
"34397","201501TW60401",1,1,0,18,0,0,0,12,0,0,1,1,2,2,6,-1,-1,-1,-1,1
"34398","201501TW60402",1,3,0,18,0,0,0,0,0,0,4,1,2,1,6,125,1,-1,-1,1
"34399","201501TW60402",2,9,0,12,0,0,0,0,0,0,3,1,6,1,-1,1595,1,11,-1,1
"34400","201501TW60403",1,9,0,9,0,8,0,0,0,0,1,1,2,1,8,1229,1,7,-1,1
"34401","201501TW60403",2,5,0,13,0,8,0,0,0,0,3,1,2,1,5,883,1,9,-1,-1
"34402","201501TW60406",1,3,0,18,0,8,1,0,0,0,1,1,1,1,4,108,1,3,-1,1
"34403","201501TW60406",2,8,0,9,0,8,0,0,0,0,4,1,1,1,-1,1995,2,3,-1,-1
"34404","201501TW60407",1,9,0,4,0,0,0,0,0,0,2,1,2,1,6,1598,1,10,-1,1
"34405","201501TW60407",2,9,0,4,0,0,0,0,0,0,1,1,3,2,5,-1,-1,-1,-1,-1
"34406","201501TW60407",3,9,0,18,0,0,0,0,0,0,1,1,2,1,4,1399,2,7,-1,1
"34407","201501TW60408",1,9,0,3,0,8,0,0,0,0,2,1,6,2,7,-1,-1,-1,-1,1
"34408","201501TW60408",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,1
"34409","201501TW60409",1,9,0,7,0,8,0,0,0,0,3,1,2,2,8,3724,1,10,-1,1
"34410","201501TW60409",2,3,0,14,0,8,0,0,0,0,1,1,2,1,7,108,1,6,-1,1
"34411","201501TW60410",1,9,0,5,0,8,0,0,0,0,1,1,6,2,10,2179,2,3,-1,1
"34412","201501TW60411",1,8,0,18,0,8,0,0,0,0,1,1,1,1,7,2143,2,5,-1,1
"34413","201501TW60412",1,9,0,4,0,8,0,0,0,0,1,1,2,1,6,1968,2,3,-1,1
"34414","201501TW60413",1,9,0,14,0,8,0,0,7,0,1,1,6,2,5,1390,1,4,-1,1
"34415","201501TW60413",2,9,0,7,0,8,0,0,7,1,1,1,6,1,9,1796,1,10,-1,1
"34416","201501TW60414",1,9,0,18,0,8,0,0,0,0,3,1,2,2,8,875,1,2,-1,1
"34417","201501TW60415",1,1,0,18,0,8,0,0,0,0,2,1,2,2,6,-1,-1,-1,-1,1
"34418","201501TW60415",2,9,0,17,0,8,0,0,0,0,1,1,4,1,-1,1339,1,9,-1,-1
"34419","201501TW60416",1,1,0,14,0,0,0,4,0,0,1,1,2,2,9,-1,-1,-1,-1,1
"34420","201501TW60416",2,9,0,2,4,0,0,0,0,0,3,1,6,2,-1,998,1,-1,-1,-1
"34421","201501TW60417",1,1,0,4,5,8,0,0,0,0,4,1,2,2,5,-1,-1,-1,-1,1
"34422","201501TW60417",2,9,0,7,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"34423","201501TW60418",1,5,0,4,0,0,1,0,0,0,4,1,2,1,7,599,1,11,-1,1
"34424","201501TW60418",2,90,0,18,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
"34425","201501TW60419",1,19,0,4,0,8,0,0,0,0,2,1,1,1,7,2198,2,-1,-1,1
"34426","201501TW60419",2,9,0,4,0,8,0,0,0,0,1,1,6,2,5,1198,1,10,-1,1
"34427","201501TW60420",1,9,0,7,0,8,0,0,1,0,1,2,6,2,4,-1,-1,-1,-1,-1
"34428","201501TW60420",2,1,0,18,0,8,0,0,0,0,4,1,6,2,8,-1,-1,-1,-1,1
"34429","201501TW60421",1,8,0,6,0,0,0,0,0,0,1,1,1,1,6,2499,2,1,-1,1
"34430","201501TW60421",2,1,0,13,0,0,0,0,0,0,1,1,2,1,6,-1,-1,-1,-1,1
"34431","201501TW60422",1,4,0,9,0,8,0,0,0,0,2,1,6,1,6,865,1,1,-1,1
"34432","201501TW60422",2,9,0,11,0,8,0,0,0,0,1,1,6,2,7,2143,2,-1,-1,1
"34433","201501TW60423",1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,1
"34434","201501TW60423",2,9,0,9,0,8,0,0,0,0,1,1,6,1,9,3955,1,12,-1,1
"34435","201501TW60424",1,3,0,18,0,0,0,0,0,0,4,1,1,1,6,124,1,7,-1,1
"34436","201501TW60424",2,9,0,1,0,0,0,0,0,0,2,1,6,2,7,1198,1,5,-1,1
"34437","201501TW60425",1,9,0,9,0,5,0,0,0,0,1,1,6,2,10,1794,1,21,-1,1
"34438","201501TW60426",1,9,0,7,0,8,0,0,0,0,3,1,2,1,9,2198,2,10,-1,1
"34439","201501TW60427",1,9,0,9,0,8,1,0,4,0,4,1,2,1,6,1995,2,5,-1,1
"34440","201501TW60427",2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1246,1,10,-1,1
"34441","201501TW60427",3,8,0,9,0,8,0,0,0,0,1,1,1,1,11,-1,-1,-1,-1,1
"34442","201501TW60428",1,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,1
"34443","201501TW60428",2,9,0,9,0,8,0,0,0,0,1,1,4,1,-1,1598,1,13,-1,1
"34444","201501TW60429",1,9,0,9,0,8,0,0,0,0,2,1,1,2,7,-1,-1,-1,-1,1
"34445","201501TW60429",2,9,0,9,0,8,0,0,0,0,2,1,2,2,6,1398,1,5,-1,1
"34446","201501TW60429",3,9,0,4,0,8,0,0,0,0,1,2,2,1,7,-1,-1,-1,-1,1
"34447","201501TW60430",1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,1390,1,17,-1,1
"34448","201501TW60430",2,9,0,18,0,8,0,0,0,0,1,1,6,2,5,1242,1,4,-1,1
"34449","201501TW60431",1,8,0,7,0,8,0,0,0,0,3,1,1,1,9,1995,2,10,-1,1
"34450","201501TW60431",2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,1796,1,14,-1,-1
"34451","201501TW60432",1,9,0,1,0,0,0,0,0,0,3,1,6,1,6,1086,1,4,-1,1
"34452","201501TW60432",2,1,0,13,0,0,0,0,0,0,1,1,6,2,4,-1,-1,-1,-1,1
"34453","201501TW60433",1,9,0,5,0,8,0,0,0,0,3,1,2,2,6,1753,2,9,-1,1
"34454","201501TW60433",2,9,0,18,0,8,0,0,0,0,1,1,2,1,8,-1,-1,-1,-1,1
"34457","201501TW60437",1,1,0,9,0,8,1,0,0,0,0,1,6,2,8,-1,-1,-1,-1,1
"34458","201501TW60438",1,9,0,11,0,8,0,0,0,0,1,1,6,1,7,2967,2,1,-1,1
"34459","201501TW60439",1,9,0,18,0,0,0,0,0,0,1,1,6,1,4,1229,1,10,-1,1
"34460","201501TW60439",2,9,0,3,0,0,0,0,0,0,2,1,6,2,6,1598,1,11,-1,1
"34461","201501TW69001",1,9,0,7,0,8,0,0,0,0,1,1,2,1,6,1951,2,12,-1,1
"34462","201501TW69001",2,9,0,9,0,8,0,0,0,0,1,1,6,1,8,1997,2,1,-1,1
"34463","201501TW69034",1,3,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"34464","201501TW69062",1,9,0,3,0,8,0,0,0,0,2,1,2,2,5,1197,1,3,-1,1
"34465","201501TW69062",2,9,0,4,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"34828","201501TX20258",1,9,0,3,0,8,0,0,0,0,3,1,6,1,6,1497,8,8,-1,1
"34829","201501TX20258",2,19,0,16,0,8,0,0,0,0,3,1,2,1,6,2143,2,1,-1,1
"34901","201501TX20301",1,9,0,18,0,0,0,10,1,0,4,1,6,1,4,1229,1,10,-1,1
"35015","201501TX20366",1,9,0,18,0,1,0,0,0,0,1,1,6,1,8,1896,2,10,-1,1
"35118","201501TX20430",1,9,0,18,0,1,0,0,0,0,1,1,6,2,6,1388,1,12,-1,1
"35119","201501TX20430",2,8,0,3,0,1,0,0,0,0,2,1,1,1,6,1797,8,4,-1,1
"35278","201501TX20530",1,19,0,18,0,8,0,0,0,0,3,1,1,1,4,1968,2,7,-1,1
"35279","201501TX20530",2,19,0,18,0,8,0,0,0,0,1,1,1,1,5,1995,2,7,-1,1
"35546","201501TX20696",1,9,0,3,0,1,0,0,0,0,2,1,1,2,7,1995,2,1,-1,1
"35547","201501TX20696",2,9,0,18,0,1,0,0,0,0,1,1,1,2,7,1242,1,7,-1,1
"35627","201501TX20744",1,19,0,9,0,0,0,0,0,0,2,1,1,1,7,1248,2,8,-1,1
"35628","201501TX20744",2,9,0,5,0,0,0,0,0,0,1,1,1,1,7,-1,-1,-1,-1,1
"35656","201501TX20761",1,9,0,4,0,0,0,0,0,0,1,1,2,2,9,1598,1,1,-1,1
"36178","201501VK30099",1,1,0,18,0,0,0,0,1,0,3,1,6,2,7,-1,-1,-1,-1,1
"36179","201501VK30099",2,9,0,13,0,0,0,0,2,10,4,1,4,2,-1,1998,1,10,-1,1
"36501","201501VK30323",1,11,0,7,0,8,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
"37770","201501WW50127",1,3,0,18,0,8,0,0,0,0,3,1,2,2,7,124,1,14,-1,1
"37771","201501WW50127",2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
"37825","201501WW50159",1,9,0,9,0,8,0,0,0,0,4,1,6,2,6,1896,2,7,-1,1
"37826","201501WW50159",2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,1
"37845","201501WW50173",1,5,0,18,0,8,0,0,0,0,1,1,6,1,6,599,1,9,-1,-1
"37846","201501WW50173",2,9,0,9,0,8,0,0,0,0,3,1,6,1,9,-1,-1,-1,-1,1
"38127","201501WW50351",1,3,0,3,0,8,0,0,0,0,2,1,6,1,6,-1,-1,-1,-1,1
"38128","201501WW50351",2,9,0,18,0,8,0,0,0,0,1,1,6,2,8,1596,1,12,-1,1
"38129","201501WW50352",1,9,0,9,0,8,0,0,0,0,4,1,6,1,9,1991,2,4,-1,1
"38130","201501WW50352",2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,1
"38210","201501WW50400",1,9,0,9,0,8,0,0,0,0,1,1,2,2,5,-1,-1,-1,-1,1
"38211","201501WW50400",2,1,0,18,0,8,0,0,0,0,1,1,2,1,4,-1,-1,-1,-1,1
"38248","201501WW50425",1,5,0,4,0,8,1,0,0,0,0,1,2,1,7,1783,1,6,-1,1
"38317","201501WW50468",1,9,0,18,0,8,0,0,0,0,1,1,6,1,5,1796,1,12,-1,1
"38318","201501WW50468",2,3,0,9,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,-1,1
"38420","201501WW50527",1,9,0,14,0,8,0,0,0,0,1,1,6,2,9,1997,2,11,-1,1
"38421","201501WW50527",2,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1390,1,13,-1,1
"38453","201501WW50545",1,9,0,18,0,8,0,0,0,0,3,1,6,1,7,1997,2,11,-1,1
"38454","201501WW50545",2,9,0,9,0,8,0,0,0,0,1,1,6,2,8,1242,1,4,-1,1
"38457","201501WW50547",1,9,0,1,0,8,0,0,0,0,4,1,6,2,7,2698,2,7,-1,1
"38458","201501WW50547",2,5,0,18,0,8,0,0,0,0,1,1,6,1,7,738,1,11,-1,1
"38461","201501WW50550",1,1,0,18,4,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,-1,1
"38462","201501WW50550",2,9,0,9,0,8,0,0,0,0,1,1,6,1,-1,999,1,8,-1,1
"38587","201501WW50627",1,1,0,18,0,8,0,0,0,0,1,1,6,2,8,-1,-1,-1,-1,1
"38588","201501WW50627",2,9,0,1,0,8,0,0,0,0,3,1,6,2,-1,-1,-1,-1,-1,-1
"388351","201501WW50766",1,9,0,9,0,8,0,0,0,0,3,1,6,1,6,1560,2,4,-1,1
"388361","201501WW50766",2,3,0,13,0,8,0,0,0,0,1,1,6,1,6,125,1,3,-1,1
"388371","201501WW50767",1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,1
"388381","201501WW50767",2,9,0,9,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,1
"389841","201501WW50849",1,1,0,18,0,2,0,0,0,0,3,1,6,1,8,-1,-1,-1,-1,1
"389851","201501WW50849",2,21,0,18,0,2,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
"391971","201501WW50971",1,9,0,9,0,8,0,0,0,0,1,1,6,1,11,1396,1,16,-1,1
"39198","201501WW50971",2,4,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,1
"392481","201501WW51006",1,19,0,14,0,8,0,0,0,0,1,1,1,1,6,-1,-1,-1,-1,1
"392491","201501WW51006",2,1,0,18,0,8,0,0,0,0,2,1,6,1,7,-1,-1,-1,-1,1
"394071","201501WW59018",1,3,0,18,0,8,0,0,0,0,3,1,6,1,4,109,1,3,-1,1
"45593","201501ZD30008",1,5,0,18,0,1,0,0,0,0,1,1,6,1,7,599,1,8,-1,1
"45594","201501ZD30011",1,9,0,3,0,8,0,0,0,0,2,1,6,1,6,1400,1,17,-1,1
"45595","201501ZD30011",2,11,0,4,0,8,0,0,0,0,1,1,1,3,-1,6871,2,6,-1,-1
"45596","201501ZD30012",1,9,0,18,0,2,0,10,0,0,2,1,6,2,9,1598,1,7,-1,1
"45597","201501ZD30012",2,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
"45598","201501ZD30013",1,9,0,18,0,1,0,0,0,0,2,1,6,1,6,1364,1,7,-1,1
"45599","201501ZD30013",2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,1598,1,14,-1,1
"45600","201501ZD30014",1,9,0,16,0,2,0,0,0,0,1,1,6,2,6,-1,-1,-1,-1,-1
"45601","201501ZD30014",2,9,0,16,0,2,0,0,0,0,2,1,6,2,8,1400,1,8,-1,1
"45602","201501ZD30015",1,9,0,18,0,2,0,0,0,0,1,1,6,1,8,1956,2,2,-1,-1
